Number,Draw Date,Prize Group
3365,2021-12-08,Starter Prize
3365,2021-09-19,Starter Prize
3365,2020-11-21,Starter Prize
3365,2020-10-14,Starter Prize
3365,2017-09-30,Starter Prize
3365,2015-02-01,Consolation Prize
3365,2011-11-09,Consolation Prize
3365,2011-07-31,Starter Prize
3365,2011-01-08,Consolation Prize
3365,2010-08-04,Starter Prize
3365,2007-05-13,Starter Prize
3365,1996-08-31,First Prize
3365,1993-03-14,Consolation Prize
3365,1991-02-23,Starter Prize
3365,1987-04-12,Consolation Prize
3366,2023-06-28,Consolation Prize
3366,2022-06-05,Consolation Prize
3366,2019-11-10,Third Prize
3366,2019-02-10,Starter Prize
3366,2016-08-21,Starter Prize
3366,2015-01-24,Starter Prize
3366,2014-03-12,Starter Prize
3366,2013-12-18,Starter Prize
3366,2013-08-04,Third Prize
3366,2010-08-15,Consolation Prize
3366,2009-07-22,Consolation Prize
3366,1996-03-02,Consolation Prize
3366,1988-09-04,Second Prize
3367,2020-02-02,Starter Prize
3367,2019-03-06,Starter Prize
3367,2015-12-12,Starter Prize
3367,2014-10-05,Consolation Prize
3367,2014-04-30,Consolation Prize
3367,2013-08-28,Consolation Prize
3367,2013-02-27,Starter Prize
3367,2010-11-14,Consolation Prize
3367,2010-10-09,Consolation Prize
3367,2005-11-30,Starter Prize
3367,2004-08-11,Starter Prize
3367,2001-10-10,Starter Prize
3367,2000-05-07,Consolation Prize
3367,1991-07-21,Consolation Prize
3367,1986-10-19,Consolation Prize
3368,2025-03-12,Second Prize
3368,2023-12-30,Starter Prize
3368,2018-04-04,Starter Prize
3368,2015-07-01,Starter Prize
3368,2015-06-14,Consolation Prize
3368,2012-02-15,Consolation Prize
3368,2011-02-13,First Prize
3368,2005-11-09,Starter Prize
3368,2005-02-13,Starter Prize
3368,1999-04-03,Starter Prize
3368,1997-08-23,Starter Prize
3368,1996-07-27,Starter Prize
3368,1996-01-13,Starter Prize
3368,1991-07-27,Third Prize
3369,2023-09-27,Consolation Prize
3369,2021-05-08,Consolation Prize
3369,2017-06-03,Consolation Prize
3369,2007-09-09,Starter Prize
3369,2006-01-07,Starter Prize
3369,2004-12-08,First Prize
3369,2001-03-14,Starter Prize
3369,1998-04-26,Consolation Prize
3369,1995-04-16,Starter Prize
3369,1991-10-20,Consolation Prize
3369,1990-12-01,Third Prize
3369,1990-11-11,Consolation Prize
3369,1988-12-31,Starter Prize
3370,2023-11-04,Consolation Prize
3370,2015-05-13,Consolation Prize
3370,2014-08-03,Consolation Prize
3370,2014-04-09,Consolation Prize
3370,2014-01-15,First Prize
3370,1993-11-20,Consolation Prize
3370,1993-01-16,Consolation Prize
3371,2018-08-15,Consolation Prize
3371,2016-07-31,Consolation Prize
3371,2016-05-15,Starter Prize
3371,2014-05-10,Consolation Prize
3371,2013-06-05,Starter Prize
3371,2013-01-30,Starter Prize
3371,2009-03-11,Starter Prize
3371,2001-07-25,Starter Prize
3371,1998-01-10,Consolation Prize
3371,1995-09-06,Consolation Prize
3371,1990-07-15,Consolation Prize
3371,1988-07-16,Consolation Prize
3372,2023-04-01,Starter Prize
3372,2021-08-18,Third Prize
3372,2020-08-02,Starter Prize
3372,2018-07-15,Consolation Prize
3372,2017-03-12,First Prize
3372,2016-08-20,Consolation Prize
3372,2012-09-26,Starter Prize
3372,2010-10-30,Starter Prize
3372,2008-12-31,Consolation Prize
3372,2004-08-28,Starter Prize
3372,2002-02-13,Starter Prize
3372,2001-09-30,Consolation Prize
3372,2000-08-27,Starter Prize
3372,1998-03-15,Starter Prize
3372,1992-10-25,Consolation Prize
3372,1989-02-11,Starter Prize
3373,2023-10-15,Starter Prize
3373,2023-04-12,Starter Prize
3373,2021-01-09,Consolation Prize
3373,2020-10-10,Consolation Prize
3373,2019-06-12,Consolation Prize
3373,2019-01-09,Starter Prize
3373,2016-07-16,Third Prize
3373,2015-04-19,Starter Prize
3373,2013-07-17,Starter Prize
3373,2009-04-05,Starter Prize
3373,2003-12-24,Starter Prize
3373,1999-09-05,Starter Prize
3373,1997-08-02,Starter Prize
3373,1987-08-23,Consolation Prize
3374,2024-08-11,Consolation Prize
3374,2023-01-22,Third Prize
3374,2022-12-07,Starter Prize
3374,2020-08-22,Consolation Prize
3374,2020-02-05,Starter Prize
3374,2018-06-09,Consolation Prize
3374,2017-05-17,Starter Prize
3374,2014-03-23,Consolation Prize
3374,2013-09-28,Third Prize
3374,2008-09-24,Consolation Prize
3374,2003-11-05,Consolation Prize
3374,1997-01-25,Starter Prize
3374,1996-04-03,Starter Prize
3374,1993-05-08,Starter Prize
3374,1992-12-05,Second Prize
3374,1991-10-13,Starter Prize
3374,1991-03-02,Consolation Prize
3375,2022-12-25,Starter Prize
3375,2021-02-27,Consolation Prize
3375,2018-10-14,Consolation Prize
3375,2018-02-17,Starter Prize
3375,2016-02-21,Starter Prize
3375,2010-06-06,Consolation Prize
3375,1996-08-03,Starter Prize
3376,2013-11-17,Consolation Prize
3376,2010-12-04,Consolation Prize
3376,2008-09-24,Consolation Prize
3376,2008-04-20,Consolation Prize
3376,2005-07-06,Consolation Prize
3376,1998-04-01,Starter Prize
3376,1993-07-18,Third Prize
3376,1993-04-17,Consolation Prize
3376,1990-07-22,Consolation Prize
3376,1988-10-08,Second Prize
3377,2021-11-20,Starter Prize
3377,2019-12-14,Consolation Prize
3377,2019-09-29,Starter Prize
3377,2019-01-16,Consolation Prize
3377,2018-04-04,Starter Prize
3377,2017-03-26,Starter Prize
3377,2015-10-28,Consolation Prize
3377,2015-07-25,Starter Prize
3377,2011-03-26,Third Prize
3377,2009-10-31,Starter Prize
3377,2007-08-18,Starter Prize
3377,2005-10-05,Consolation Prize
3377,2004-10-17,Consolation Prize
3377,2003-02-12,Consolation Prize
3377,1993-10-16,Third Prize
3377,1990-07-15,Starter Prize
3377,1988-01-23,Starter Prize
3377,1987-07-25,Starter Prize
3378,2025-10-29,First Prize
3378,2025-07-09,Consolation Prize
3378,2019-11-09,Consolation Prize
3378,2012-01-21,Consolation Prize
3378,2007-05-02,Consolation Prize
3378,2004-08-01,Starter Prize
3378,2002-07-21,Starter Prize
3378,2001-05-16,Starter Prize
3378,1999-06-26,Starter Prize
3378,1997-04-27,Starter Prize
3378,1988-01-09,Consolation Prize
3379,2024-12-28,Starter Prize
3379,2020-12-26,First Prize
3379,2019-02-20,Starter Prize
3379,2014-12-13,Starter Prize
3379,2007-02-14,Starter Prize
3379,2003-10-29,Starter Prize
3379,1988-03-27,Consolation Prize
3380,2025-08-13,First Prize
3380,2023-02-11,Consolation Prize
3380,2022-10-23,Consolation Prize
3380,2016-04-30,Consolation Prize
3380,2014-08-31,Second Prize
3380,2012-09-15,Consolation Prize
3380,2012-04-18,Consolation Prize
3380,2009-08-12,Starter Prize
3380,2004-05-09,Starter Prize
3380,2003-12-31,Consolation Prize
3380,2003-05-14,Second Prize
3380,2003-03-16,Consolation Prize
3380,2001-12-16,Consolation Prize
3380,1998-10-17,Starter Prize
3380,1996-12-22,Consolation Prize
3380,1991-01-26,Consolation Prize
3381,2016-09-24,Starter Prize
3381,2015-12-30,Starter Prize
3381,2011-03-23,Starter Prize
3381,2010-09-15,Consolation Prize
3381,2006-07-29,Starter Prize
3381,2005-09-24,Starter Prize
3381,2002-03-10,Starter Prize
3381,2001-05-26,First Prize
3381,1998-09-12,Consolation Prize
3381,1994-03-12,Starter Prize
3381,1992-06-28,Starter Prize
3381,1990-03-17,Consolation Prize
3382,2021-11-20,Starter Prize
3382,2007-11-24,Starter Prize
3382,2007-09-30,Consolation Prize
3382,2007-05-30,Consolation Prize
3382,2005-12-04,First Prize
3382,2005-05-15,Consolation Prize
3382,1998-05-23,Consolation Prize
3382,1993-05-09,Consolation Prize
3383,2019-03-16,Starter Prize
3383,2017-05-24,First Prize
3383,2011-07-13,First Prize
3383,2011-01-15,Starter Prize
3383,2008-04-02,Starter Prize
3383,2006-09-16,Starter Prize
3383,2004-06-19,Starter Prize
3383,2004-02-15,Consolation Prize
3383,2000-05-21,Starter Prize
3383,1991-10-13,Starter Prize
3383,1990-03-18,Starter Prize
3384,2026-01-07,Consolation Prize
3384,2016-04-20,Starter Prize
3384,2016-01-30,Starter Prize
3384,2015-08-29,First Prize
3384,2010-08-11,Consolation Prize
3384,2004-04-10,Starter Prize
3384,2003-06-08,Consolation Prize
3384,2003-02-23,Second Prize
3384,2001-03-25,Starter Prize
3384,1993-05-05,Second Prize
3385,2012-01-15,Third Prize
3385,2004-03-28,Starter Prize
3385,2002-01-09,Consolation Prize
3385,2000-12-16,Starter Prize
3385,2000-09-23,First Prize
3385,1987-11-08,Consolation Prize
3386,2025-08-03,Starter Prize
3386,2024-06-29,Starter Prize
3386,2021-05-19,First Prize
3386,2021-04-07,Consolation Prize
3386,2019-03-10,Starter Prize
3386,2011-06-26,Starter Prize
3386,2001-05-27,Starter Prize
3386,2000-11-26,Second Prize
3386,1998-06-06,Second Prize
3386,1997-06-29,Consolation Prize
3386,1987-05-09,Consolation Prize
3387,2022-04-13,Starter Prize
3387,2015-09-30,Starter Prize
3387,2014-07-02,Consolation Prize
3387,2013-06-02,Starter Prize
3387,1997-09-28,Consolation Prize
3387,1990-02-25,Starter Prize
3387,1987-09-26,Consolation Prize
3387,1986-10-26,Consolation Prize
3388,2025-02-09,First Prize
3388,2023-04-29,Starter Prize
3388,2018-04-22,Starter Prize
3388,2017-07-02,Starter Prize
3388,2013-04-03,Consolation Prize
3388,2010-07-17,Starter Prize
3388,2009-04-11,Consolation Prize
3388,2004-11-28,Starter Prize
3388,1989-06-10,Consolation Prize
3389,2025-11-22,Starter Prize
3389,2022-07-24,Third Prize
3389,2015-08-26,Starter Prize
3389,2012-05-30,Third Prize
3389,2011-06-05,Starter Prize
3389,2005-05-29,Starter Prize
3389,2003-12-07,Consolation Prize
3389,2001-03-07,Consolation Prize
3389,2000-01-30,Consolation Prize
3389,1997-10-05,Starter Prize
3389,1995-01-28,Consolation Prize
3389,1987-03-15,Consolation Prize
3389,1986-10-12,Starter Prize
3390,2024-11-03,Consolation Prize
3390,2020-09-20,Starter Prize
3390,2019-12-15,Third Prize
3390,2018-06-27,Starter Prize
3390,2018-06-17,First Prize
3390,2018-05-05,Starter Prize
3390,2012-01-28,Consolation Prize
3390,2010-11-24,Consolation Prize
3390,2006-10-04,Starter Prize
3390,2006-07-19,Consolation Prize
3390,2006-06-04,Starter Prize
3390,2005-12-07,Second Prize
3390,2002-02-24,Consolation Prize
3390,2001-02-17,Starter Prize
3390,1999-01-23,Consolation Prize
3391,2017-10-04,Consolation Prize
3391,2011-07-13,Consolation Prize
3391,2009-01-03,Consolation Prize
3391,2008-07-30,Consolation Prize
3391,2007-09-08,Third Prize
3391,2001-12-23,Consolation Prize
3391,1999-06-27,Starter Prize
3391,1999-06-19,Starter Prize
3391,1997-04-19,Starter Prize
3391,1995-08-20,Starter Prize
3391,1987-08-30,Starter Prize
3391,1986-07-20,Consolation Prize
3392,2025-04-20,Starter Prize
3392,2023-05-21,Consolation Prize
3392,2021-09-11,Third Prize
3392,2021-05-19,Starter Prize
3392,2017-01-14,Starter Prize
3392,2013-06-23,Starter Prize
3392,2010-10-23,Consolation Prize
3392,2010-10-02,Starter Prize
3392,2009-03-25,Consolation Prize
3392,2004-10-06,Third Prize
3392,2003-01-29,Starter Prize
3392,2002-02-03,Second Prize
3392,2002-01-09,Starter Prize
3392,1998-10-31,Consolation Prize
3392,1995-08-26,Starter Prize
3393,2025-11-30,First Prize
3393,2023-05-31,Starter Prize
3393,2022-11-02,Starter Prize
3393,2019-11-03,Starter Prize
3393,2018-01-27,Consolation Prize
3393,2004-07-24,Consolation Prize
3393,2004-05-26,Consolation Prize
3393,1998-08-22,Consolation Prize
3393,1995-11-26,First Prize
3393,1987-06-06,Starter Prize
3394,2014-10-29,Starter Prize
3394,2013-04-03,Consolation Prize
3394,2013-01-09,Starter Prize
3394,2008-10-25,Consolation Prize
3394,2007-03-21,Consolation Prize
3394,2005-04-10,Starter Prize
3394,2004-07-14,Starter Prize
3394,2001-05-12,First Prize
3394,1998-11-07,First Prize
3394,1997-11-23,Starter Prize
3394,1993-05-16,Starter Prize
3394,1987-08-23,Starter Prize
3394,1986-06-01,Starter Prize
3395,2022-12-28,First Prize
3395,2019-10-09,Starter Prize
3395,2016-05-15,Starter Prize
3395,2016-04-17,Consolation Prize
3395,2013-12-07,Starter Prize
3395,2012-12-22,Starter Prize
3395,2012-06-20,Starter Prize
3395,2010-07-25,Consolation Prize
3395,2004-01-11,Starter Prize
3395,1994-05-21,Starter Prize
3395,1993-12-04,Starter Prize
3395,1986-07-12,Starter Prize
3396,2021-07-21,Third Prize
3396,2020-09-12,Starter Prize
3396,2018-12-09,Consolation Prize
3396,2015-09-19,Consolation Prize
3396,2006-03-15,Starter Prize
3396,2002-02-24,Starter Prize
3396,2001-07-07,Consolation Prize
3396,1990-08-26,Starter Prize
3396,1989-07-08,Starter Prize
3396,1988-10-08,Starter Prize
3397,2023-01-04,Consolation Prize
3397,2022-10-08,Second Prize
3397,2022-03-13,Consolation Prize
3397,2021-03-27,Second Prize
3397,2018-01-13,Consolation Prize
3397,2016-06-01,Third Prize
3397,2012-05-12,Consolation Prize
3397,2012-01-29,Consolation Prize
3397,2008-06-04,Consolation Prize
3397,2007-10-20,Consolation Prize
3397,2003-06-08,Consolation Prize
3397,2000-02-26,Consolation Prize
3397,1999-07-31,Second Prize
3397,1992-04-18,Consolation Prize
3397,1990-01-28,Second Prize
3397,1988-06-25,Consolation Prize
3398,2020-01-29,Consolation Prize
3398,2019-12-21,Starter Prize
3398,2018-08-08,Starter Prize
3398,2015-05-10,First Prize
3398,2007-03-25,Consolation Prize
3398,2005-02-05,Starter Prize
3398,2004-01-25,Starter Prize
3398,1998-04-18,Consolation Prize
3398,1997-05-10,Consolation Prize
3398,1997-02-15,Consolation Prize
3398,1996-01-07,Second Prize
3399,2024-10-27,Consolation Prize
3399,2022-08-10,Starter Prize
3399,2021-04-24,First Prize
3399,2020-02-22,Consolation Prize
3399,2018-04-22,Second Prize
3399,2016-08-24,Consolation Prize
3399,2016-05-28,Starter Prize
3399,2015-06-24,Consolation Prize
3399,2014-01-12,Consolation Prize
3399,2013-11-03,Starter Prize
3399,2013-01-02,Consolation Prize
3399,2010-07-24,Consolation Prize
3399,2009-01-11,Consolation Prize
3399,2007-11-11,Consolation Prize
3399,2002-07-31,Consolation Prize
3399,1996-10-02,Consolation Prize
3399,1995-02-01,Starter Prize
3399,1992-05-23,Starter Prize
3399,1989-10-29,Starter Prize
3400,2025-07-26,Starter Prize
3400,2018-10-20,Starter Prize
3400,2018-07-04,Second Prize
3400,2015-01-24,Starter Prize
3400,2014-01-29,Consolation Prize
3400,2013-06-16,Consolation Prize
3400,2011-02-13,Second Prize
3400,2009-11-14,Starter Prize
3400,2005-11-19,Consolation Prize
3400,2005-07-16,Consolation Prize
3400,2003-07-26,Third Prize
3400,2003-01-05,Consolation Prize
3400,2002-11-13,Consolation Prize
3400,2000-12-30,Consolation Prize
3400,1999-04-07,Starter Prize
3401,2023-09-06,Starter Prize
3401,2023-05-10,Starter Prize
3401,2022-02-20,Consolation Prize
3401,2022-02-09,Consolation Prize
3401,2018-07-21,Starter Prize
3401,2015-08-15,Consolation Prize
3401,2013-12-07,Starter Prize
3401,2006-05-07,Consolation Prize
3401,2003-01-29,Starter Prize
3401,2002-02-09,Starter Prize
3401,1999-03-07,Consolation Prize
3401,1994-05-22,Third Prize
3401,1991-09-01,Third Prize
3402,2018-08-22,Second Prize
3402,2009-09-23,Second Prize
3402,2007-12-19,Consolation Prize
3402,2006-11-12,Consolation Prize
3402,2003-01-15,Consolation Prize
3402,1994-01-05,First Prize
3402,1990-02-03,Starter Prize
3403,2023-07-16,Second Prize
3403,2019-08-25,Starter Prize
3403,2015-03-08,Starter Prize
3403,2006-04-23,Consolation Prize
3403,2002-08-14,Consolation Prize
3403,2000-10-01,Starter Prize
3403,2000-05-13,Starter Prize
3403,1992-06-27,Consolation Prize
3403,1986-09-13,Starter Prize
3404,2024-03-16,Consolation Prize
3404,2024-02-25,Consolation Prize
3404,2023-01-22,Consolation Prize
3404,2017-10-28,Second Prize
3404,2007-01-13,Starter Prize
3404,2005-11-12,Consolation Prize
3404,2003-02-01,Third Prize
3404,2002-06-01,Starter Prize
3404,2000-07-05,Starter Prize
3404,1998-04-19,Consolation Prize
3404,1997-08-30,Consolation Prize
3404,1993-08-07,Consolation Prize
3404,1993-05-23,Consolation Prize
3404,1991-05-12,Starter Prize
3404,1986-12-21,Third Prize
3405,2025-03-02,Starter Prize
3405,2025-01-15,Consolation Prize
3405,2023-04-16,Starter Prize
3405,2021-03-14,Consolation Prize
3405,2018-06-02,Consolation Prize
3405,2016-11-26,Third Prize
3405,2015-04-22,Consolation Prize
3405,2014-07-26,Starter Prize
3405,2012-06-16,Starter Prize
3405,2008-07-30,Consolation Prize
3405,2008-04-16,Second Prize
3405,2002-05-22,Consolation Prize
3405,2002-01-16,Starter Prize
3405,2000-09-17,Third Prize
3405,1999-10-09,First Prize
3405,1986-10-19,Consolation Prize
3406,2023-08-02,Consolation Prize
3406,2020-02-09,Starter Prize
3406,2018-03-10,Consolation Prize
3406,2012-10-03,Starter Prize
3406,2011-03-19,Consolation Prize
3406,2008-03-05,Consolation Prize
3406,2004-04-17,Starter Prize
3406,2003-08-09,Starter Prize
3406,2002-12-14,Starter Prize
3406,2002-05-29,Starter Prize
3406,2001-03-03,Starter Prize
3406,1987-10-17,Consolation Prize
3406,1986-07-12,Starter Prize
3407,2024-09-22,Starter Prize
3407,2019-02-23,Consolation Prize
3407,2017-07-15,Starter Prize
3407,2014-11-22,Consolation Prize
3407,2014-06-01,Starter Prize
3407,2010-12-05,Starter Prize
3407,2002-08-24,Third Prize
3407,1988-12-18,Consolation Prize
3407,1988-06-04,Third Prize
3408,2024-02-24,Starter Prize
3408,2016-11-19,Consolation Prize
3408,2015-06-28,First Prize
3408,2015-05-09,Starter Prize
3408,2014-11-19,Consolation Prize
3408,2012-09-26,Starter Prize
3408,2012-09-12,Consolation Prize
3408,2010-10-06,Consolation Prize
3408,2008-03-19,Consolation Prize
3408,2007-08-04,Consolation Prize
3408,2007-04-18,Starter Prize
3408,2004-07-31,Starter Prize
3408,2001-12-02,Consolation Prize
3408,1998-11-22,Consolation Prize
3408,1996-07-14,Consolation Prize
3408,1992-07-04,Consolation Prize
3408,1991-02-02,Consolation Prize
3409,2024-02-25,Consolation Prize
3409,2021-09-01,Consolation Prize
3409,2015-10-10,Starter Prize
3409,2009-05-20,Starter Prize
3409,2006-12-17,Starter Prize
3409,2004-08-01,Starter Prize
3409,2001-11-24,Starter Prize
3409,2001-01-13,Starter Prize
3409,1997-10-25,Third Prize
3409,1995-05-07,Consolation Prize
3409,1993-05-02,Consolation Prize
3409,1989-04-16,Consolation Prize
3409,1986-08-31,Consolation Prize
3410,2016-12-04,Starter Prize
3410,2015-05-09,Consolation Prize
3410,2015-01-28,Third Prize
3410,2012-04-21,Starter Prize
3410,2011-03-19,Consolation Prize
3410,2008-12-21,Consolation Prize
3410,2006-07-12,Consolation Prize
3410,2002-10-30,Consolation Prize
3410,2000-12-13,Starter Prize
3410,1997-02-15,Starter Prize
3411,2018-12-09,Starter Prize
3411,2016-05-08,Starter Prize
3411,2016-04-27,First Prize
3411,2010-04-03,Consolation Prize
3411,2002-11-24,Consolation Prize
3411,1996-08-04,Consolation Prize
3411,1996-08-03,Starter Prize
3411,1994-09-18,Starter Prize
3411,1993-06-02,Starter Prize
3411,1991-04-28,Starter Prize
3412,2026-01-14,Starter Prize
3412,2024-08-14,Starter Prize
3412,2021-06-02,First Prize
3412,2013-12-11,Starter Prize
3412,2008-10-29,Starter Prize
3412,2005-01-29,Consolation Prize
3412,2003-07-20,Starter Prize
3412,2002-01-05,Starter Prize
3412,1988-05-07,Starter Prize
3412,1986-11-29,Starter Prize
3412,1986-07-06,Consolation Prize
3413,2018-09-08,Consolation Prize
3413,2017-02-19,Consolation Prize
3413,2015-02-04,Starter Prize
3413,2012-01-11,Consolation Prize
3413,2010-12-22,Starter Prize
3413,2007-03-11,Starter Prize
3413,2006-11-22,First Prize
3413,2002-02-23,Consolation Prize
3413,1997-07-13,Consolation Prize
3413,1995-12-02,Consolation Prize
3414,2025-11-12,Consolation Prize
3414,2024-11-23,Starter Prize
3414,2023-11-26,Consolation Prize
3414,2018-11-18,Starter Prize
3414,2017-01-18,Second Prize
3414,2012-09-08,First Prize
3414,2005-07-16,Consolation Prize
3414,2005-04-03,Starter Prize
3414,1995-02-26,Starter Prize
3414,1990-08-18,Starter Prize
3415,2026-01-17,Consolation Prize
3415,2025-05-18,Starter Prize
3415,2012-12-30,Consolation Prize
3415,2007-08-29,Consolation Prize
3415,2006-11-19,Consolation Prize
3415,2002-01-19,Consolation Prize
3415,1996-11-09,First Prize
3415,1992-09-26,Starter Prize
3415,1992-02-16,Starter Prize
3416,2020-09-12,Consolation Prize
3416,2018-02-25,Starter Prize
3416,2013-12-01,Starter Prize
3416,2012-06-06,Consolation Prize
3416,2010-08-14,Starter Prize
3416,2009-05-09,Starter Prize
